,Unnamed: 0.1,Unnamed: 0,group,post_id,text,comment_id,comment_time,type,comment_pred_prob,label,emotional_analysis,emotion,score,processed_text,aspects,aspect_f
78,78,78,0,b'gAAAAABjLvrbPihIJI5-06S6DFQRqzOWnbpOwgx4DjZ782v6A6srPU0QTOXZlVvHlXJkcq_bVJ0naKrxl2vIcJA2_pRvZ2xlPOAhbZ4Lr94uDBsE-lv1BN8=',So grateful to Ms Iris Koh...we vote and support her for the next coming general elections as our prime minister and kick out our useless undeserving criminal current minister.. 🙏,b'gAAAAABjLvrbBavsTbr-i0Jt210kTOoKgCVFxI0cZ0LSJ60xn0N7hPjHJem9cz5YDKxdDiaQvJmpyedCnYZ6ElE_hXi9QbJe8LYfv0qkgn34hMbo2ouA2Hc=',2021-12-01 18:53:58,comment,0.999889254570007,Compliments,"{'label': 'joy', 'score': 0.7692307233810425}",joy,0.7692307233810425,so grateful to m iris koh we vote and support her for the next coming general election a our prime minister and kick out our useless undeserving criminal current minister,"['iris koh', 'prime']",prime
79,79,79,0,b'gAAAAABjLvrbEuFLZ7tY7hiSMlfLIMQKtWGEZVhcMDlz-ue8LevC1NGHUzov1yWCO4SMZvELmZ5W3SixdiVt04xVFkteB3Ej3M7tnxohrvrMLXsa53NO_Z0=',It’s no fault of yours . Thank you for standing up for people who are in need . Very thankful for what u and your teams are doing! 👍🙏👏,b'gAAAAABjLvrbqvGGoEOkyN4t8CdXPjae0fq1oLE8TXW-CUUtM-zZPIAiRa8K1wW4Q8ucgx3IiG8ABdtF7ZGTJb6Db6pFW5fCqaqeSAJguY5NyIEIjwpRgzw=',2021-12-01 18:53:58,comment,0.999858140945434,Compliments,"{'label': 'joy', 'score': 0.9973483085632324}",joy,0.9973483085632324,it s no fault of yours thank you for standing up for people who are in need very thankful for what u and your team are doing,['team'],team
80,80,80,0,b'gAAAAABjLvrbhNVTyypfPkc3AWCfQ-5FaM8FTpxAQFyjw4wykeRTcEPANVb6qmejmPYFgzfEUNb-b_vhcXmpETpLyitzTNLavlsZo7-zVUov9oFUa7cJ5W8=',I really cannot understand the logic of this vax v unvax differentiation . Vax and unvax should be the choice rather than an order. Sad this happened in Singapore this democratic country.,b'gAAAAABjLvrbvihucoU5wot74MPNUhihuAdlI_70Qrm_UCte1jXrGQF_fqAvmbVKT1cB_jGG-NCTXf_Nc9aCuQgs87t8eQKO9pTV-ouO4XMV27O0iQhcBPQ=',2021-12-01 18:53:59,comment,0.999539494514465,Vaccines_HealthRisk,"{'label': 'sadness', 'score': 0.6549851298332214}",sadness,0.6549851298332214,i really cannot understand the logic of this vax v unvax differentiation vax and unvax should be the choice rather than an order sad this happened in singapore this democratic country,['singapore'],singapore
81,81,81,0,b'gAAAAABjLvrbsP259tC5t0f5zgu8w7vIVPVS1wD8ICOYMTqnRmlqT46pDsEwMRDdyREeI6lYAazvqMKZ-IMV_wqMhSqdG5Qa4X986ic_atJxlDPMdlTKa4w=',Thank you for being the voice for those that come to you for help.,b'gAAAAABjLvrb8pRMFJI5jvaw4iZbIvKURQDBsHkGvrs6bHXQmCqhmhDZ50nz4bPrIXQDW_3MnumJ_oT91JsVmwNdlYnJG00eXZmbUjsZBEfBKsMaSU_jpMI=',2021-12-01 18:53:59,comment,0.999909281730651,Compliments,"{'label': 'joy', 'score': 0.9649830460548401}",joy,0.96498304605484,thank you for being the voice for those that come to you for help,['voice'],voice
82,82,82,0,b'gAAAAABjLvrb73aMBvlGAYwY6cRuIGF2EpJxoY5AEap5U1hYoAUxMVJxg70LygNZY-rF8FsU2tvXOHbdqt7rNF0iXdAF6i_RnYzP3DLIayrbxx84-OyJLDg=',Thank you for being brave and fighting for us......not an easy task..,b'gAAAAABjLvrbX9xkSGt5QIK2Q_ABwV9fcvqe_mLpggM1srqLrZEBclqDHG6j673wvkKwSP5QV1qfVfpt3V86urPRSDM2oZYJSRxJmoTYIYIwZNtfLuzgqp8=',2021-12-01 18:54:00,comment,0.999853253364563,Compliments,"{'label': 'joy', 'score': 0.997285008430481}",joy,0.997285008430481,thank you for being brave and fighting for u not an easy task,[],
83,83,83,0,b'gAAAAABjLvrbYqYMEfoduOhH_wDb1AJ7wi8eIszvEyDGyz9mV6a37S94TlVDYzaB91OmhgzUaej5zr7_WZKOshOGkl5N5YsuJ9Ti7JuNz5alNsCA96YdQaM=',Thank you for your work Iris! But for you I would lose hope in humanity in Singapore. Luckily I was just an expat and just left but these inhumane circumstances causes so much stress. I wish you good luck in your work!,b'gAAAAABjLvrb90jxyniGmZwXGVHWbO-_SuVPIkIjilpDdm7DWg6IrfNu-UGS8a-RG2EcnD5g6whz-iSWSh7Pf5OQ0nv11jta1gJ_EPNy4bWnVS07qgjvcDk=',2021-12-01 18:54:00,comment,0.999906420707702,Compliments,"{'label': 'anger', 'score': 0.9430252909660339}",anger,0.943025290966034,thank you for your work iris but for you i would lose hope in humanity in singapore luckily i wa just an expat and just left but these inhumane circumstance cause so much stress i wish you good luck in your work,[],
84,84,84,0,b'gAAAAABjLvrbI4sBz_Ah2DzVkEnfT4CZBLd0vADdm_efVpvF71BZNh91X7xrJXvzGHe8bWKZRlcZFVoTw4ATGIh8GyvNd_ACb5E__WatWHTsQ7IpRvo88Rk=',Yes we should love one another🧚‍♀️,b'gAAAAABjLvrb9_sxWNXIY13DpE-SO7TGFF2AmmluOpXz2CVN-qJms1yiFLWRQCsVAGSwV7zJsGk8Fb931o5UrFUj8nAwQl5m1AXuJ0vBfITMKIzoVTtNpDE=',2021-12-01 18:54:01,comment,0.987863302230835,Compliments,"{'label': 'joy', 'score': 0.805095911026001}",joy,0.805095911026001,yes we should love one another,[],
85,85,85,0,b'gAAAAABjLvrbgbUmD2gD4ftkEIljtQp6rCMhczpqPP1uagJNiC1PwqTa57sgJUKZ5FJ7CnuWO_w7Iqfyuv927MgAPlc9IkgzjyANfBjfHqCCiSUBiq4SLS4=',Forwarded,b'gAAAAABjLvrbJQTFLHU7oqHW9jCGnPUD7qvT9HeTNX1_rb6FIu_puihD2pMOweStzbI2hv42fRemcjUusfQIVtg7g9fB3daPxcq5TjGxEmGTssTgh_Vq1_8=',2021-12-01 18:54:01,comment,0.476738572120666,Vaccines_TradSuperior,"{'label': 'anger', 'score': 0.45930925011634827}",anger,0.4593092501163482,forwarded,[],
86,86,86,0,b'gAAAAABjLvrbWsbWqHdH1kDcG6GgNU44uyUiNHZfH9fxBwEBbVVCewwJyK8Ga8SbvH7OU_D7pdg5vMOxqdJyIP-tPx04Lqc9VbRUnufz_MnHjh981pOYWGE=',"Forwarded...... .......Food for thought …🤔 ‘If you are open minded enough to take these words in, have a think about it. This was posted to the NZ Prime Ministers page Posted on *Jacinda Ardern's page*: by a person named *Jo Wright* Of all the vaccines I have taken in my life like Tetanus shots, measles, mumps, polio, meningitis, TB shots, etc... Never have I heard so many lies and deceptions over a vaccine that says I have to wear a mask and socially distance even when fully vaccinated, and that I could still contract or spread the virus even after being fully vaccinated. Never had to get tested when I was perfectly healthy without any symptoms whatsoever. Never been bribed by the establishments to take the vaccine in order to win a holiday and/or cash prizes or earn frequent flyer points. I never had to worry about cardiac issues, neurological disorders, blood clots and sadly more! Didn't even have to worry about death. Never was I ever THREATENED by the use of FORCE by the Government, Employers, Police force, and Military for a vaccine as seen overseas. I was never judged by my friends or relatives if I didn't take it. I was never discriminated against for travel or other regular services to a point where I could not buy or sell without it. The vaccines I have listed above never told me I was a bad person for not taking them or for even taking them for that matter. I have never seen a vaccine that threatened the relationship between my family members and/or close friends to a point of destroying my relationships with them ever. Never have I seen it used for political gain. Never seen a vaccine needing 24/7 mass media advertising and promotion on every media outlet known to man even with the participation of the respective Health Minister. Then there’s mixing and matching different vaccine brands and being told it's okay to do it one day and then told the next day to not do it (overseas). I have never seen a vaccine threaten someone's livelihood, as well as wipe out their jobs. I have never seen a vaccine that allows a 12-year-old child's consent to supersede their parent's consent (that one alone blows me away). Finally, after all the vaccines (jab, shots) I listed above, I have never seen a vaccine like this one that discriminates, divides, and judges a society. So much information is censored, deleted, and removed from the internet and mainstream media! So many doctors, health care professionals, police and scientists are censored and forbidden to speak out or ask legitimate questions when what is being allowed or not allowed does not make sense! Particularly when it comes from mainstream media. I have never known a vaccine that has made all the Pharmaceutical companies that manufacture it exempt from liability if it kills everyone to a point where no life insurance will cover it! This is one powerful vaccine guys! It does all these things above that I have mentioned and yet? It does NOT do the one thing it is supposed to do which is? FIGHT OFF THIS PANDEMIC.",b'gAAAAABjLvrbluwuvI8anwpjHP8sNubrysp5WclH2UiPBNtZ2hqsgyzvqXUydJM9EsSm7iJLMcQMpHfuzgq3TItIDvZQvBalIjTf77qALAEqJIsmOIW9oJo=',2021-12-01 18:54:02,comment,0.999337017536163,Conspiracy_Control&Manip,"{'label': 'fear', 'score': 0.8544281125068665}",fear,0.8544281125068665,forwarded food for thought if you are open minded enough to take these word in have a think about it this wa posted to the nz prime minister page posted on jacinda page by a person named jo wright of all the vaccine i have taken in my life like tetanus shot measles mumps polio meningitis tb shot etc never have i heard so many lie and deception over a vaccine that say i have to wear a mask and socially distance even when fully vaccinated and that i could still contract or spread the virus even after being fully vaccinated never had to get tested when i wa perfectly healthy without any symptom whatsoever never been bribed by the establishment to take the vaccine in order to win a holiday and or cash prize or earn frequent flyer point i never had to worry about cardiac issue neurological disorder blood clot and sadly more even have to worry about death never wa i ever threatened by the use of force by the government employer police force and military for a vaccine a seen overseas i wa never judged by my friend or relative if i take it i wa never discriminated against for travel or other regular service to a point where i could not buy or sell without it the vaccine i have listed above never told me i wa a bad person for not taking them or for even taking them for that matter i have never seen a vaccine that threatened the relationship between my family member and or close friend to a point of destroying my relationship with them ever never have i seen it used for political gain never seen a vaccine needing mass medium advertising and promotion on every medium outlet known to man even with the participation of the respective health minister then there s mixing and matching different vaccine brand and being told okay to do it one day and then told the next day to not do it overseas i have never seen a vaccine threaten livelihood a well a wipe out their job i have never seen a vaccine that allows a consent to supersede their consent that one alone blow me away finally after all the vaccine jab shot i listed above i have never seen a vaccine like this one that discriminates divide and judge a society so much information is censored deleted and removed from the internet and mainstream medium so many doctor health care professional police and scientist are censored and forbidden to speak out or ask legitimate question when what is being allowed or not allowed doe not make sense particularly when it come from mainstream medium i have never known a vaccine that ha made all the pharmaceutical company that manufacture it exempt from liability if it kill everyone to a point where no life insurance will cover it this is one powerful vaccine guy it doe all these thing above that i have mentioned and yet it doe not do the one thing it is supposed to do which is fight off this pandemic,[],
87,87,87,0,b'gAAAAABjLvrbP5DbsG822hsiG54aucovqZ1UZAN34WoycD2S_NWp69oUbLemn623Hs4fS7ZFCUMbvuRW0nLhuQ_fqVUpmaRIRxkiiJtOmffIr-nsnwE2BA4=',"This crazy woman deserves to be jailed, for wasting public resources!",b'gAAAAABjLvrbyl7At8gdGt6LHPrpd8SzOZHNlAvKGSC8g8eyuXd0hgYj1-eLBhtpOnzm14HQLtGFe4xsay57bnlOS8T9ip8N6fwAc30AQQ89HX-jC5MHPPk=',2021-12-01 18:54:03,comment,0.999780476093292,Complaints,"{'label': 'anger', 'score': 0.9869716763496399}",anger,0.98697167634964,this crazy woman deserves to be jailed for wasting public resource,['resource'],resource
88,88,88,0,b'gAAAAABjLvrbvr4J9Z5bxL5n4-NEB8uSIQj7VzTYui2AcbZ2uNfrrtnJfzPUsLl5ZWoB_5x_wXQqwjmd_ACxadj_Rty0mpRt-cpueZq3Ent9OqSn6rtpS2A=',I don't think you did any wrong...thank you also for pointing out the truths plus also share how the people have suffered under these measures...thei r views being expressed are true and sincere...,b'gAAAAABjLvrbfnvbMuNp3yv6JtlN2PPICwbZnLYe8Zu8qyN1md7TWTGt0hlQRoip8I0shrAGE6eNynJ6avC1ymyw49JK8xvqrgIjNTp3u6tFJ0J_WsRDBKA=',2021-12-01 18:54:03,comment,0.999879121780395,Compliments,"{'label': 'joy', 'score': 0.7836146950721741}",joy,0.7836146950721741,i think you did any wrong thank you also for pointing out the truth plus also share how the people have suffered under these measure thei r view being expressed are true and sincere,[],
89,89,89,0,b'gAAAAABjLvrbqczIALlprQvvufNvPj_cDUXjtDqVb7Fekwt_GYdLu-G7y7gg1ipCaQmv0FeQcLKOaXKe1ffH9mHdxEXWfDKGfLVoVo14Ro3czWCMGr3qk70=',You should be fined to the fullest for your actions. Your antivax stance is helping to put the lives of people such as my wife who is immunosuppresse d at risk.,b'gAAAAABjLvrb1DBpwjnqk3E08yVx1WKnDJSL1juQYnWovyD5rNksy8bdLgYOZAiGM2hzTvgRjFrB2VPCCgTvGn6oBHhoDhfoqFLC1lMZ7vhXcOpPtP_J4no=',2021-12-01 18:54:03,comment,0.958500742912292,Complaints,"{'label': 'anger', 'score': 0.46766456961631775}",anger,0.4676645696163177,you should be fined to the fullest for your action your antivax stance is helping to put the life of people such a my wife who is immunosuppresse d at risk,[],
90,90,90,0,b'gAAAAABjLvrbefgqrW3KD0QmpuA-JkCr1NJ_Zfu3SigFc_A1MAKrSP3-vbee9g0R2TYAZCPAFqCEZQLEpYqjYrzbem3mRemZ5w7FQrD2GVcgtIj_w5wZpNM=',"The Straits Time keep calling this group name; Healing The Divide became Anti-Vaccine and members became followers!? THOSE WHO LOST THEIR CONSCIENCE, HOW COULD THEY SLEEP SOUNDLY AT NIGHT?! 🤮",b'gAAAAABjLvrb9PgOf_b1utizDJ_nY07pJ4l2EJ6DD1X4SerUZkAzev-geoXOM6vunEmzbvAkru65tnyb4qrPGLUU7RJRtoAiqRh51zLj_t7z8XMW-3jtut0=',2021-12-01 18:54:04,comment,0.999724805355072,VirusMisinformation,"{'label': 'sadness', 'score': 0.9970067143440247}",sadness,0.9970067143440248,the strait time keep calling this group name healing the divide became and member became follower those who lost their conscience how could they sleep soundly at night,[],
91,91,91,0,b'gAAAAABjLvrbfnNcvPTwmZb-QhTCKgp52mVStt63KBkxjwjhUyWrsCsmZ0wTYmJR-sXtJ5xE7T3u_q-9zEPgZjZcFxMgOT3ej8UfXp1ejUBbGqeQnIqpoq8=',Maybe just take the damn vaccine and don't divide yourself from Others??,b'gAAAAABjLvrbHLBdAf2Bp3VSB0QzYF4iDS-NWFTwh2NYM-4l1PXNnCfCRLPyT44-8W6624sUXIhAdjEODagomoo4pP9mbnbL7ozZK34Kfbv2pMbrKKGB_DE=',2021-12-01 00:00:00,comment,0.853692531585693,Complaints,"{'label': 'anger', 'score': 0.8501753807067871}",anger,0.8501753807067871,maybe just take the damn vaccine and divide yourself from others,['vaccine'],vaccine
92,92,92,0,b'gAAAAABjLvrbwED5yQXW-k7AAQOA7GCJfsaf1VqCSDserH8Fd4L6Sh7uawSm2QIocnyHkOv1iCN3OxQl7QprVAh35hXsnPspJbXvsfH602ixr_yQ3YJs4fo=',https:// www.foxnews.com/ sports/ ufc-dana-white-c ovid-diagnosis- joe-rogan,b'gAAAAABjLvrbH0NHXAMpHtAC31pDbB93w8_pFQDUwPs83tLuZjw_h7fD2jLtWl6odPREReHFDDfQMRx2PZI6BmoVGo49yLArr85u5s551ceersCq9-QLwmI=',2021-12-02 00:00:00,comment,0.537696838378906,Conspiracy_Control&Manip,"{'label': 'joy', 'score': 0.553196132183075}",joy,0.553196132183075,http sport,[],
93,93,93,0,b'gAAAAABjLvrbX5zAmCSIz-ZGwzIH2jzkJ45dLWPHwGHU9eB0M8i3ewc5ZSRObS5_3aE6Ia1qYqaXaQM3aBxxCJKb9C2ObAaQWtpJzK-YsuCCXGlxp5Gv_Fo=',LOL you panic liao?,b'gAAAAABjLvrbizggBL0umWX5ESXcCNGbdKD8WuLpK_YlXb82uVmuLv39NmMGmboYgcz6ANHLWz0msAgwPo2lYHR2iZoDwG3MjOGXazTqdgoO0LmWqUWYd9c=',2021-12-03 00:00:00,comment,0.99947565793991,Complaints,"{'label': 'fear', 'score': 0.9640064835548401}",fear,0.96400648355484,lol you panic liao,[],
94,94,94,0,b'gAAAAABjLvrbucOvETjTlsx3c7PqvdX3YjUm1rzfGRZvq6SP_fVt2-ofxgNDX9TSqNRy5gtK3tWqRgHPw6V_eyBs2aV6yP3289HElkr_pRv6Hso3RPLBcWE=',https:// rumble.com/ vpz3qs-south-afr ican-president- nobody-will-be- forced-to-take- covid-vaccine.h tml,b'gAAAAABjLvrbwoT6IARhFVV-LpVWtZhdBq-IRymnIiWUT0wio0590ok_A2UchPZZ_aO6s-ybZQ_s_2GdqpNahPAHxTXHWsFH1-VUIFwp_8WM-QtlT23uKOE=',2021-12-04 00:00:00,comment,0.788054227828979,Vaccines_HealthRisk,"{'label': 'fear', 'score': 0.4946235120296478}",fear,0.4946235120296478,http vpz h tml,[],
95,95,95,0,b'gAAAAABjLvrbZE4SM0a2Ls5PkeUHIim74r8ucQ3Xxu3g-OetV_b1glv2nNww4qk9Gxn6od2063ihzRnARVwNtCNSiD8mPTUctH_JLj5SOJxuRdrkbkucjis=',Another one down  https:// www.youtube.com/ watch?v=4gIuyFix gaU,b'gAAAAABjLvrboNGX-vOF-MRSkSbnxWmaWKvC5yiunAmf5b2AwAa87-sDGOub7yqkObR9FPlqDZZZHrK9P_7GiN5F6dNJFHtEJ0NlDiI0LoIbgOzYS4YAyQY=',2021-12-06 00:00:00,comment,0.995326995849609,Others,"{'label': 'joy', 'score': 0.49445611238479614}",joy,0.4944561123847961,another one down http watch v gau,[],
96,96,96,0,b'gAAAAABjLvrbF4dar-QX-ZSoiLIuQTpdtZ4u6zNxPoSubEGB2Jslzw5B_ABXM9XgJbwZ6Jj2g9gZ7A-d-jtklHWdeiA80LAnaV-BTZbRAIaWjZjfR75D4sw=',"Thank you for clarifying, Iris. These vax differentiating measures have caused so much distress and division in society. I think they are morally wrong. Thank you for being the voice for the voiceless.",b'gAAAAABjLvrbwhkJ1-U6uLK7ga4sTXgA_49SYZvmeicmQ24-V1QVKqOczOCa4-8-8dDGAw8aRmHXGL_4USw6_fDTAYx0ihjNS3n7kvYx-TOMP_q_YpcQiPA=',2021-12-01 18:54:06,comment,0.9996337890625,Vaccines_HealthRisk,"{'label': 'anger', 'score': 0.9875438213348389}",anger,0.9875438213348388,thank you for clarifying iris these vax differentiating measure have caused so much distress and division in society i think they are morally wrong thank you for being the voice for the voiceless,[],
97,97,97,0,b'gAAAAABjLvrbWPOa7r-DXrtSNhOZSrAgowxcG0xbBdy78z6dKmWWtmlF_aTk2cXT9oyUzqGIZs3KP38528IAljJNmJaGIinwVdlkAHMpotbEvWdze79_beE=',Queenie Yeo,b'gAAAAABjLvrbv3_fY4KN2n6Jrm3J_vEKNSoPLHb9qOnRnXFqqsNx5P-cZ7RvRWBRuEBZHHJzrlk2a-cNAQ2ShtB-Zq25IcMxkkX6H8jW64KcO8t1kywRhCI=',2021-12-01 18:54:07,comment,0.575658679008483,Vaccines_HealthRisk,"{'label': 'joy', 'score': 0.6528192758560181}",joy,0.6528192758560181,queenie yeo,['queenie'],queenie
98,98,98,0,b'gAAAAABjLvrbL1HVZuREwphZcqMR5oJRSHlpZKAmi-z8rDmgVCsqx06Mt_9C3msse5icvRHm0O6KcZ2THxOkAg6TctjmE3RINB7SQCPXNKB8IPQ3L_lxsd4=',🤣🤣 Be careful!! What they are saying is these places are infected!!!,b'gAAAAABjLvrb2wFT9u-WJYku2VkiH1k0CoGpqSflHqgZxj2YNDRN4n7nt2WJzV47pXbylelx-zxAZf7emH59mb_jjFUJnMgNkBLQkv8hvksUu29UWEDLrr0=',2021-11-24 18:54:25,comment,0.994120299816131,VirusMisinformation,"{'label': 'fear', 'score': 0.9034968614578247}",fear,0.9034968614578248,be careful what they are saying is these place are infected,['place'],place
99,99,99,0,b'gAAAAABjLvrb4sQxe-urU7ewtHDzELAQtdsn9uRwo2H9BxA54-W-LfsRSTVK7PwEgFUqzsNSXnx_QCHndbgsGcVfxJnTK-lF09hggFdL0R_hkg-_4fGUO9Q=',This is called bullying in terms of protecting the unvaccinated…,b'gAAAAABjLvrbcgShB1h8TBJWa90D6RX11ZiZ6HPawOA_g_dTdfmRZ8MgHyLJxp5sdUQunlSZWc45iUhFTqeZ5ugQWTU9nYfD4Ns9X7dza3Y2ha2YeZ4pfUk=',2021-11-24 18:54:25,comment,0.999692678451538,Complaints,"{'label': 'anger', 'score': 0.8395271301269531}",anger,0.8395271301269531,this is called bullying in term of protecting the unvaccinated,['bullying'],bullying
100,100,100,0,b'gAAAAABjLvrbCyKe2622fyaZ5TmTq2KtZ5imRkAiSbqF-7zpuKi9ohA1azXLBbME160faGSzdKz--KJ3EVOm3KpzAvpAjT1OWfY8WYZGACrHcpahMjmvf7k=',Don Lee,b'gAAAAABjLvrbE9_SZAjLsxmBTrCpkFhhGuuKfBhwDgKz2rUGiMt8SA5J_udJrrEx3SrfNfM73zR-tpB3L702eNSh3cJle9J6yzqUUucSYB4TTCfOvjxfcjc=',2021-11-24 18:54:26,comment,0.998626947402954,Others,"{'label': 'anger', 'score': 0.6982259750366211}",anger,0.6982259750366211,don lee,[],
101,101,101,0,b'gAAAAABjLvrbovILZ3t_CNnEZgMUEQ5kVHodvSWRP5zrPhU0m2AiXSxwLTOwHLrXb4lv2Ehq0vD6w0XF9s85SUN5tncg4zrr9EdvtW5onB1zjJLdKttpQ7o=',Does this include work places? Seems like it as work place from Jan onwards only allow vaccinated individual to enter. So what’s going to happen to those employees who are not vaccinated by choice? It seems like a clear message from our G! Mandatory vaccines through other means other than through law.,b'gAAAAABjLvrbD3IpUIKsGW3bT0qQOrxJwXQw9xMQv3C8fzGkdcA9eIgribHbZoM-Jm5_naRq5lW8IWDMw-_XT61DyFf6yPkLII-4_55Jfl12I4Hehv-xHXM=',2021-11-24 18:54:27,comment,0.81592583656311,Complaints,"{'label': 'joy', 'score': 0.9227574467658997}",joy,0.9227574467658995,doe this include work place seems like it a work place from jan onwards only allow vaccinated individual to enter so what s going to happen to those employee who are not vaccinated by choice it seems like a clear message from our g mandatory vaccine through other mean other than through law,[],
102,102,102,0,b'gAAAAABjLvrbTz9P-QnQ1Z4eMG7esCESkhNtjCVaTkWmlFlFuLaCwVNNX2QvDf41uaWjgyB-_dSuYVGHqLRccIZ6fC94moolI9c6JKUbnAUbv6RpQ0MV9Fg=',It was never about the 🦠 its about control,b'gAAAAABjLvrb_t4_kJKDCG4Zw_DEmbaS-EbwLE9yhn47dPQudczfILWEXbYZTlDEP4d3pmJehuwG46Qy4ZkwES565D8x0-tS9K80SGScvsUiYYzf2uf2WV8=',2021-11-24 18:54:27,comment,0.999829173088073,Conspiracy_Control&Manip,"{'label': 'anger', 'score': 0.9391350746154785}",anger,0.9391350746154784,it wa never about the it about control,['control'],control
103,103,103,0,b'gAAAAABjLvrb5jpNtaDCV6OrOKd-W0zucj6sEHJDsD1k02M-ekgWMGwsY4-owSc7k7OvEInXSo91L91woX_-O1q8o1Qi3v70zRBnddDSX-iD-tojeZEKeIk=',https:// lbry.tv/ @bgAABLribp:3/ Dr.-Coleman-Fina l-Warning:1,b'gAAAAABjLvrb5Ry1KgT5uENVnywdNVrCci-nonvuUHo6xjYX404A8dJeANAhy69-JqGHWwgd-Jb6aBgmbwb6jx7QsssGjfimII47_6-6GDBykLiuw6CPPM4=',2021-11-24 18:54:28,comment,0.601050734519958,Vaccines_Ineffective,"{'label': 'joy', 'score': 0.4685520827770233}",joy,0.4685520827770233,http dr,[],
104,104,104,0,b'gAAAAABjLvrbRoqA4CC4QClq6EtQqpz75jllzLvvO0yzFAkdvp48N6N_E8ClXn4znbNegan-LstdsGlhKFWhMEs9yTPLi8XesZo2buwKBSeQz1rbAYi1wNI=',https:// gprc.global/,b'gAAAAABjLvrbosog7ZFupK7KohtKngq5WRJ6sPN10bRKGxCK4s5RccPZggK2Z_vc675PkqVoI5CqWuzClAy5sMvb5QttsPa-EPB76Uo4NZ6uzhoSfT1dtOA=',2021-11-24 18:54:28,comment,0.546498239040374,Vaccines_HealthRisk,"{'label': 'joy', 'score': 0.6878566145896912}",joy,0.6878566145896912,http,[],
105,105,105,0,b'gAAAAABjLvrbov0A67DplpozymByfbzH3chEJyyWdvOhqBB56-oMaKJbBYtBgtmPQPdp-NofpZyUFUSPCkgFh71ucDis5V_pdST49ZO8-jsn9ASJ31SFbiY=',"The opening words ""voluntarily unvaccinated"" is another way of telling people what the ""default"" is.",b'gAAAAABjLvrb5EXUtGLwBxleX8ysluBXJn--rgMhUGxV3gk4k2NDKOzcOZ6JJaYdEzvIZgbsCgCqp0eS2vXR2w65p3QwhfPZJcr5lptndZbmarssL_w81rg=',2021-11-24 18:54:28,comment,0.999837517738342,Complaints,"{'label': 'joy', 'score': 0.8255071640014648}",joy,0.8255071640014648,the opening word voluntarily unvaccinated is another way of telling people what the default is,['word'],word
106,106,106,0,b'gAAAAABjLvrb0boMmIQDkTw7Kmj3BLGpEorjAo4v6fq-J0d7DWMsHETBfpmLT8f7n64PpRcQvS7arDn-EM7b1MBJWF8yoC02LrKDc1nMjaTg0G1YQt4C_SU=',Learn all about what's in the mrna vaccines:  https:// www.bitchute.com /video/ S7MnLlRy8kij/,b'gAAAAABjLvrbSlHJNISWBOoklbXuo-W3GGxWOX0xTnJd1sk8w6z8ZezffrSe7TWv5T7pXp83h4Tx4awgnftF6cC3I1fDPJC3PjQfz4GKL-ZiKOGg5VorAa0=',2021-11-24 18:54:29,comment,0.96411395072937,Vaccines_Ineffective,"{'label': 'joy', 'score': 0.8922680616378784}",joy,0.8922680616378784,learn all about in the mrna vaccine http video,['mrna'],mrna
107,107,107,0,b'gAAAAABjLvrbYkey0zrrB_b83lZlRrgLC_bxguXPjZCOOVyrDmnKHATdWpDrZkgsExsKouHKo73jQsltU86NgLK8XceTI2ehTE8hqJlcEL-TMjIRoSpCXpc=',There has not been any logic in the VDSMMs that have been released and each time a new announcement is made it gets more and more ridiculous 🤦‍♀️,b'gAAAAABjLvrbrHjoGCLp4BUmDi32CVkwkVvDJL5UgjoQyGRXoE3TjDQP7iu2dzON9-FumSIDOhFzBQrSDQ804LxTwZJJKFC3X6gXJyB0ZNsmHQqC8hvhvs4=',2021-11-24 18:54:29,comment,0.890643239021301,Conspiracy_Control&Manip,"{'label': 'anger', 'score': 0.9025092720985413}",anger,0.9025092720985411,there ha not been any logic in the vdsmms that have been released and each time a new announcement is made it get more and more ridiculous,[],
108,108,108,0,b'gAAAAABjLvrbScaZ8XlDvzMdKNYLO6Ab4OIT3LoHbN_aqpuLbVUX4X9qPRXKI6m2agNvt9cds9BO9-uRvJk_t3OIH5FLehOxsiEAPbgJZxDMDepMD6M4rQk=',举头三尺有神明。做事别太绝。人 在做，天在看。尽人事，看天命。,b'gAAAAABjLvrbwt7xQh4y8w257ErfTRcccD2MXuk43lweFIlpIlbwRKE2BgbaKSHSWEErZ0vv4Pz3--EvHpfqQtvb7djWIoxNAL4ubanjZh49OWTk-hCzu3w=',2021-11-24 18:54:29,comment,0.999905824661254,Others,"{'label': 'joy', 'score': 0.4578059911727905}",joy,0.4578059911727905,举头三尺有神明 做事别太绝 人 在做 天在看 尽人事 看天命,[],
109,109,109,0,b'gAAAAABjLvrbSZK86sjOOFtFkr_qIAbDI-z0owW1Pcqrb_ucTGAQXCUm6SwQjL5qYX_1g6Psx8ywSlXcN4zuw7eKgFnQ419_qfYM_0P9_5QtdPTUzFp68G8=',THE JAB MUST BE STOPPED IMMEDIATELY!!! https:// www.theirlyingto you.com/post/ please-watch-til l-the-end,b'gAAAAABjLvrboxF4v4505V5Q6Y51_QCcB-kquBJ0HcIqE5ab6BUylTdGfGsgLtyR5d2zMld2y21iARjfIFvl8LnDCY6kYEJm37zqtaJLMa0Xm4x5__U-nIs=',2021-11-24 18:54:30,comment,0.410453706979751,Others,"{'label': 'anger', 'score': 0.4644763469696045}",anger,0.4644763469696045,the jab must be stopped immediately http,['jab'],jab
