,content_type,id,text,time,type,label
125,Comment,b'gAAAAABjLvrbEGAMg6J2LDcUULVyruDA103zb3ttZbwUIp2Ev00ZrfbVZofHftb-P7SBo1Vl9bZesMQ9WLZfehGv80mS8yC7xO84SZtMv0muMkCfB7F5m6c=',Yup they cannot produce anythg Science based in their measures. Making themselves really a bunch of nincompoops and the world is laughing at their leadership.,2021-11-24 18:54:38,comment,Complaints
126,Comment,b'gAAAAABjLvrbyxFrWyFlbG9TJ42YjxDOdNRslgqwfru2i2OYEtJyid6NzkrrG3VvLLBjWoQ5mWiJCKGgjMldkqAA_MZ_3JKl41AyzE6Kpo12kUb_iVi_CJo=',wait... are the TESTS even ACCURATE????,2021-11-24 18:54:39,comment,Conspiracy_ConcealingTruth
127,Comment,b'gAAAAABjLvrbYEbs76rs3vElAQsv104GMyQFEGd3-zTLDSZOC-1Vrsbo1UVk28RpbX21euBOScTPz2dVt0Puxpz-PPgcF-hFIbM7JQATsOSn5MpliH2RGcs=',Ministry of Hell and Hopelessness 🤦‍♀️,2021-11-24 18:54:39,comment,Complaints
128,Comment,b'gAAAAABjLvrbPQCswkvwRyAdIwYRuU0KJS3XTrDk1Y-WCjE03dUhXmy7rnCYnTh4dv98ANYD6idtMXP7fiRKUPyahbfgsqQ4QmH3zOREhmRmfH8N4NGdjOw=',"Dear covid 19 MTF, pls take two or three steps back and take a long hard look at what your rapid fire everchanging policies and hardline stand against the unvaccinated and vaccinated are doing to the health of the entire nation. Perhaps you all might like to take one or two weeks clean break from all strategies and decision making to recoup and refresh before coming together again. Perhaps the ideas that come forth , not from overdrive but from a place of sufficient rest and introspection, will be one that is much more discerning of what is truly best for every single person in our country through consultation without bias accompanied by a much more compassionate and thoughtful viewpoint and response. This can only be possible after giving more time to feel the actual needs of the ground and work from the ground up, not top down. There must be active engagement to see where can there be integration of thought by listening well and widely from a wide representation from our country’s peoples.",2021-11-24 18:54:40,comment,Compliments
129,Comment,b'gAAAAABjLvrbHbIvs-IMmgxIMjOrayRjVrQ8bLaTes6gRoMtbcgtyplgC4HVjcN_O9K2DHofHSnkEqpygcGJkFAh6DOexvEFyRDcxaLYPFm8TKs7JUQ5rE0=',"Paradox... those vaccinated thought After vaccine, r protected, so can go places 趴趴走 but didn't aware u will still get infected or be virus carriers & potential to spread again.",2021-11-24 18:54:40,comment,Vaccines_Ineffective
130,Comment,b'gAAAAABjLvrbYtNpahRiFZ0vPH2VM7kYBrhNGA1Zx8bdcjW31Ra79Z4hEdST0D5ubOY-Gbi4FcS0Hr0P5TM9nyU-VvjBKgZWHpN2MoeKkiqqnUTe4Upqk4U=',"While those not vaccine, they r aware they r more vulnerable, so will not go places, & Practice full mask on at all time.",2021-11-24 18:54:41,comment,Complaints
131,Comment,b'gAAAAABjLvrbbwFGjEtQO1RW4aK3NXwLekky99Pf9zLnHxNK9lFowtJQQmRXgggdUX3WayDzqkN-o9QPzkliidzgw0U40rGWaiHbneuHDw9UKs_TcNGx384=',It has never been about protection. The more they push the clearer it is that they just need everybody jabbed for whatever reason,2021-11-24 18:54:41,comment,Vaccines_Ineffective
132,Comment,b'gAAAAABjLvrbPdhc752AKIrJjqvYfCubNsUCuHOeWv8HRi6M4KGjwy_mimhJaqX7X9wFtbq2SXlz5HVipAC7yGmYfB6tioSxljFLDoHk8KETlyLbGXhqvbc=',"This is definitely a punitive act out of spite. There is no science, definitely no basis for this except to hurt those who are not blinded to the mountain of hot air these experts are blowing. They claimed proudly that this is to protect the unvaccinated…th is is the biggest silliest stupidest joke of the century.",2021-11-24 18:54:44,comment,Complaints
133,Comment,b'gAAAAABjLvrbU48bKOW3bV2y9iMpHtz1cs02VEa7lOPUvhVe8BrEEBZwX6nY8nlpUYI9LrFqhl8VPXTWkothnFxlL_R3X0VhbnIfxmLn0VZIlNxc-Rg7eW0=',Sinead Nepomuceno Remedios,2021-11-24 18:54:44,comment,Others
134,Comment,b'gAAAAABjLvrbaHgv6Obyp9Z2iku8AQtaxkJKg5__bNgOvMOCx3_-v0rL-T94hUYZmPS-FqS4J7imT04bYJvl0dDXVBxEfD6pl8XZEPBeu5eu9r5HNT4LFFM=',"It’s all a lie.  But take it this way, let the vaccinated continue to spread Covid amongst themselves to prove that: -the vaccines don’t work -Vaccinated deaths are still as high as it was before vaccinations introduced -that the unvaccinated are safer at home for now.  This population reduction and a social experiment on human freedom.",2021-11-24 18:54:45,comment,Conspiracy_ConcealingTruth
135,Comment,b'gAAAAABjLvrb0AfjDYmXSUh8jU7gjrIzihlmqOUpw2K_YlKZ9uvVM3SNTgRuAQPZkPBgImpjsnTCxn3-qaQOaz_isYPmewT1rG-YjgPkugDDIjriaYVbqqU=',"Since the vaccine wanes and also not effective where the vaccinated can still be a carrier and transmission still happens, instead of VDS here and there, Expert commitee and Garment should advised people to bring doctor's approved nasal spray everywhere when outside of the home for prevention. Hence the virus can be killed immediately should we inhale it and it will be prevented from replicating. Both vaccinated and unvaccinated should use it during this pandemic time and hence we do not need the strict VDS measures and it can be relaxed.",2021-11-24 18:54:45,comment,AlternativeCures
136,Comment,b'gAAAAABjLvrboICWe-RtV02iTPL_orq2aoaquVaD5Ppn_k-YLUYgvpF19nb6xKLYJ4THoWlEndrLteG61yvRLQwY2CRcCFCgXDugiyD9CagCn8zeqR1QZXo=',They are now conditioning people to expect kids to have strokes.,2021-11-24 18:54:45,comment,Conspiracy_Control&Manip
137,Comment,b'gAAAAABjLvrbty54X8a8_ziuZx2XcRRcob00FVbDe6vrL1gE6YVbz43lcJR8LjSljG1X4i-gUblTprQY4mJtVaOA40gy4WjQxVo0I6qlGzysE56xTgbNKNI=',Haha obviously telling us the vaccinated are much more infectious so a normal person like the unvaccinated will be affected by their viral shedding. That is why this is a scamdemic for politicians to lie their pockets with money.,2021-11-24 18:54:46,comment,Conspiracy_Control&Manip
138,Comment,b'gAAAAABjLvrbspt-Y_zwzscJ7BpDpxmQXYaH1VKLI0-Pv21SdzUSUCtTknJwUz_CieQefJG6fJ-Tfp0-O3Tk8W4qSqQuGaWgOweIJ-WAviFr-aqUEinoE-Y=',Yeah. Ridiculous. They’re just tempting us to intentionally catch the virus so we can recover. 😒,2021-11-24 18:54:46,comment,Conspiracy_Control&Manip
139,Comment,b'gAAAAABjLvrbmDLUos3r434pa9trJPMc40vgRuku6UiyyAs2QWaM717ljK6jaPMZkW9hmNR3b6I3o077lNjYIXUKaqyjiYq67ypXeni2rUXJyRiujtH4Bks=',Singapore在一步步突破 民众的底线，再不觉醒下一次的底 线会是什么呢？,2021-11-24 18:54:47,comment,Others
140,Comment,b'gAAAAABjLvrbl5asfLBayRgMDXmVNcx-OQN_2EhbM1_2DUFddsEGObXH4VFz4FXYauXxKMz0Sp22jgkkyRq19N-seviGOvRSJbQLY1_oDh08B3_h2HuOaTY=',It's funny how nowadays nobody really checks whether you have a fever but it's really important you're vaccinated,2021-11-24 18:54:48,comment,Conspiracy_ConcealingTruth
141,Comment,b'gAAAAABjLvrbMhJrGFcgYJrBPrqaO1TtNTb1aaFGU2tzNxKoxSJCT35YHFW8Pjc0skEOWRHWamBOOuRDJGXi6aht8n3cPUu5jxKLkw8Qe1vtBL4oCZz48OA=',Govt will say this is to protect the vulnerables,2021-11-24 18:54:49,comment,AlternativeCures
142,Comment,b'gAAAAABjLvrbu_HV-912qQn1epLcppOFgjb95Un0DC3aN2jxVn-NfGPyzvf5kn2edFhhYMqjFvirXTs4PRAjycAk4tzVtYTcTsfYEM5s4KqJYo9HAdRQNp0=',Evil people set these policy.,2021-11-24 18:54:49,comment,Complaints
143,Comment,b'gAAAAABjLvrbDMsPZFLVM5lhu8ne_vUwVp2FHvU7pxdvBPrbQeIpj48Y9mz4rUF7CLe276fMMXdxFrMYvT7O5OKFjexvRzpnrEQdK2_GkELal8-JeOo0pUE=',"Since when they talk sense! Unvaccinated will always be outcast! They said vax no or less symptoms, so who know when they are infected! They are the ones who will be spreading the virus, even little kids know the logic.",2021-11-24 18:54:50,comment,Vaccines_Ineffective
144,Comment,b'gAAAAABjLvrbTPZTVOhia-lynl4WGAd58y1c2UgKOGCf-2uKw5z3EkQ0-WErD3RerDgq118Q6wODy2eMgsmWnXiCkVdxr-oWl5CcWK5jPwUyo--m3HIbYDM=',"While we all need all the protection we can get, the vaccinated need more protection than the unvaccinated. Just sayin'",2021-11-24 18:54:50,comment,Vaccines_Ineffective
145,Comment,b'gAAAAABjLvrbS6oT4UDNxC5Ede3NWQWxWtK32IdmwPB-4XrTpfd_PNCRUJlUBLy9JdS37w8qsAictJcUJjSxIfCXtQIKotAXxMc8NfLU5Yv-MchZLdhMfyE=',Their Logic is Conform to their Vaccine programme at all cost ... Mrna vax must be injected in everyone or be discrimimated until we submit to them,2021-11-24 18:54:51,comment,Conspiracy_ConcealingTruth
146,Comment,b'gAAAAABjLvrbj57pG9sN2D-yaxeFnde-UX6OCTGhJOPKBd_rDDzx863ebkN0tefwchngdw4BhTWz9aYkXcOiHnrG3wxLn6UGtV2T1SwlVIm0bR9IbA2_pK8=',Covid doesnt reach everyone but vax mandate makes sure spike protein is injected into everyone ... whats their Real Agenda ?,2021-11-24 18:54:51,comment,Vaccines_Ineffective
147,Comment,b'gAAAAABjLvrb-ur9GEtHJvFKbpHLzJZPvL40jSTcD__K3wJGNEOZeUWt6MziFH2h4rnwNipdGs2uAQi6_j6Ik6YlXgyvmQFBlzonFgPdPoPgK5qzX800k5o=',Don’t comply,2021-11-24 18:55:26,comment,Complaints
148,Comment,b'gAAAAABjLvrbI2CPIiMWf7frfHKaCplLW39Jm_CCVlOJ4rrq4ONXai8g5SQ9OFoJayNhTrdVfXYLkYIyPXgbtSfTjsKGYr_ryWL0R9eKV38NSHoapHcmDKc=',Do not submit to this satanic agenda!!! My kids not going to take your stupid poison!!!,2021-11-24 18:55:26,comment,VirusMisinformation
149,Comment,b'gAAAAABjLvrbre94F5LbonZ5fwk13fypvSvCwYWz3_Z3atGsSHwzpA1J2QtVe_IYI_Way2ukxPrywjlWRxRZQhZGvxUDFKd_-W0tlGbQQWAA4HyylhSEaa0=',My medical team had fedback to me on how the vaccine has affected more younger boys than girls. They are not going to have their sons vaccinated at this stage even though it was made available to them. Apparently one of the drug ingredients in the vaccine does affect younger boys. I am waiting for more information on this.,2021-11-24 18:55:27,comment,Vaccines_Ineffective
150,Comment,b'gAAAAABjLvrbYU70BRXvvtf1f7rU_H2tqqIAZ2yCV3zPybXnG7no3GnshiS958KRhLdTu4QnTNLl_yrAQs99Q_kzqtf1SPJ6e1uWGgr6rGtSaddcqTaQHYY=',http:// minst.org/ library_nurember g_code.html,2021-11-24 18:55:28,comment,Others
151,Comment,b'gAAAAABjLvrbzCSg3WnJuY6ASXqGw3RyGaS8QYzDazLEOErfze-4N60gcwiqeWqt-Pru-HNpdiqiMPubCsU_KononUdcfFQV7Htm6O4cnuJmk25VF1s87e0=',https:// forskningsetikk. no/en/ resources/ the-research-eth ics-library/ legal-statutes-a nd-guidelines/ declaration-of-h elsinki/,2021-11-24 18:55:28,comment,Vaccines_HealthRisk
152,Comment,b'gAAAAABjLvrbnUbPkw7xfRxaV0_snqJNMNlSDlUmpK0BAHPP2F7EujvHgWQ2xdvG2uYFHTBhvZCIHZ7kkhLvhkubZqU3DdC4kDQjP0_dg8yrS_zWJolXvqE=',http:// portal.unesco.or g/en/ ev.php-URL_ID=31 058&URL_DO=DO_T OPIC&URL_SECTIO N=201.html,2021-11-24 18:55:28,comment,Vaccines_HealthRisk
153,Comment,b'gAAAAABjLvrbvrh85RswQ08HLqN3FXYABBxk1zwxq1eklrnD945etW7olvOuB7acT3zVBuWGkzm52YgCzXDjS4u_G-JvUTOiXbNjUnNcVozlxr6M4DnDWjg=',https:// ohchr.org/en/ professionalinte rest/pages/ ccpr.aspx,2021-11-24 18:55:28,comment,Others
154,Comment,b'gAAAAABjLvrb7SYH9b3By3s0GkxAwRzteBITkIMF-PJ-WvdkZkBPDvOc64nE5z3k0Ap9ftbWWFbWdIf5RVGgCfloJuZjeC4CxhZCmmpyzh0wT67tmiHuKE4=',https://un.org/ en/about-us/ universal-declar ation-of-human- rights,2021-11-24 18:55:29,comment,Conspiracy_VirusOrigins
155,Comment,b'gAAAAABjLvrbboo4eh04RJFXvBiDkEQS3NyY47YFd7CiehDEECYupCBi1zPgTo8pyB7ck1iGpJ0a_DbI3OKTtrvC4oCb7cZxPdXjlkeL7bOYWFHxsQV7wpc=',"Dr. Ruben on the FDA panel: ""We're never gonna learn about how safe the vaccine is until we start giving it. That's just the way it goes.""  Full video of the FDA panel that approved the experimental mRNA vaccine for kids 5-11 years old. https:// m.youtube.com/ watch?v=rx-qdhoB VrM  I watched it. They are not sure about ANYTHING.",2021-11-24 18:55:29,comment,Vaccines_Ineffective
156,Comment,b'gAAAAABjLvrbQBlznwXEDuOUYdq461sP55pJ36Zs8ObAZwSLnwTWf76mdRznEtRZr5d0DBsVXlrGFuZDi_nBbC0dQ6k77XMHt9HOcxHnPQn068nXIP1LVoU=',"You used to have your freedom. Now, they force you to get something sinister into your body and then tell you that your freedom is still determined by them in the name of greater good. What is freedom and slavery now? Getting endless jabs for whatever ""freedom"" determined by them is freedom or slavery? Or not getting any jabs at all is freedom or slavery? Tough question.",2021-11-24 18:55:29,comment,Conspiracy_Control&Manip
157,Comment,b'gAAAAABjLvrbE8T_ZrLhyGGMSP1siRU7dMRXq2OcmDcPFW6u2B5d5cMoshZ7IzhZObj6NrJCUQFBoppA_eQuzfyFAr-c-Dv7eexZU2yuoPh5hj4uW1L76R4=',"It is very upsetting. My boy 15 yo. keep pestering me for him to get jab. He can't go for tuition, he can't join his friends for makan, he can't enter mall, he can't train and participate in football......H e's very upset. Life is meaningless to him now. As for me, if by Jan 2, I'm still not FV, guess I have to leave my job 😣",2021-11-24 18:55:30,comment,Complaints
158,Comment,b'gAAAAABjLvrbvkTaxVYD0R61RHEkd3TQT0xb8fNv22C_CJutuD8pDsVVovTLNQQ7w9B6DyAdpv2OapREgFP_oqBFDdlmXI789n28oZZ0HlJsTVFkf-F2Rx8=',Effects of mRNa👆 Check it out📝 https:// m.facebook.com/ watch/ ?v=4206799131009 95&_rdr,2021-11-08 22:21:00,comment,Others
159,Comment,b'gAAAAABjLvrbqlzNNtdGwr5SWrF5j9fRsKHTBX6ghLsv0QuUPOuRfF2XC4QiQFCcRZaZGb8qIYdrUUJwImTfADaaBwyYu6ZpkOk89VtzYQIvakdXvKBEaSI=',"Nobody in the right mind will continue to jab themselves repeatedly again and again with a unknown so call vaccine that has been rushed into production and miraculously discovered within 1 years from the start of the virus???  To think getting jab 3 times or even more than 3 times don’t have any implication to your body???  Injecting a chemically formulated so call vaccine into ones body is not as simple as lightly as it seem ...  How often does one need to jab their body in his whole life? Especially jabbing a “new kind or type” vaccine or a so-call vaccine instead???  Think how your body or your body cell or any of your internal organs will end up if you are required (or they tell you better) to jab for the 4th or 5th or even 6th time or more in the event if the authority or some authority elsewhere or Big Pharma say it is “good” or better or recommended or try to persuader or even using force/coercion or some peer pressure or discriminatory policies (or other ways) to make people jab (but no guarantee or protection or automatic compensation should anything goes wrong, especially in the future ?)  Do you think you are merely jabbing saline or water into your body or some sort of medicine or some kind of foreign unknown substance into your body???  And btw, why is the narratives and its function and protection claim of this vaccine kept changing and shifting ???  When why is 2 jab as fully vaccinated can become 3 jab instead? What assurance does people have when the government or The authority kept shifting goalpost and claims? Would there be a day they might say fully vaccinated is going to be 5 jab or more?  And again ... do you really think they is not implication when you are been jab like this with something so powerful into your body again and again?  Our body is the temple ...  ★ What if (some day) (Despite telling you back then 2 jab will give you will be considered fully vaccinated or fully protected) they suddenly turned around and tell you whoever take the jab, need to take the jab forever (or more jab? Or more and more jab) otherwise your body might be compromised or something could happen?  ★ Imagine and think critically: What could happen when your body has made to take too much of something? Would you run a risk of addiction or body compromise if something is taken too much that your body could withstand? Not to forget also the long term effect of having something unknown and unnatural in your body?  https:// rairfoundation.c om/ bombshell-nobel- prize-winner-re veals-covid-vac cine-is-creatin g-variants/  https:// m.washingtontime s.com/news/ 2021/sep/1/ sorry-facebook-f orced-universal -vaccinations-a re-n/ ?fbclid=IwAR3Swn 9SUu7YlhggKjR2v 3xwbjmGwkIEyhd2 OPrinTEnrT-l6fv W0CyWdz0  https:// youtu.be/ DPLLdLzept4",2021-11-24 18:55:30,comment,Vaccines_Ineffective
160,Comment,b'gAAAAABjLvrb8I_OwBBSj6wNIP8VrbOglXO3XUtiZRBl_gomKDTY8GT5S5FzqJEYrSrVtRwO4key_glI3uLSvvyaVPcAA79MJfKVt4lK-uupzxu4V1SJxy0=',https:// www.facebook.com /groups/ 347265879801256/ posts/ 583845806143261/,2021-09-24 03:58:00,comment,Others
161,Comment,b'gAAAAABjLvrb8V5qDJDu8ESnEUiUoIrdhrY9B4F6oUgprt2pBbxZbkiGY8r6IRCi214FhNUoPLZSRmkqYhWIo8DvnbIUDAMt6FhgU74P0CPJoEjbu2NDYZI=',And who are they kidding to do a trial on just 150 sample size to get any good result with just such small sample size …  Looks more to me like just to use this as an excuse to implement the vaccination mandate on children 5-11yo!!! Looks (more to me) like already decided !!!  Didnt they also claim the sample size of 184 (or so) and other sample sizes for some other medicine are not good sample or conclusive due to small sample size ?  Isn’t this again and again example of “trying to have the cake and eat it” mentality exhibited?!!!,2021-11-24 18:55:30,comment,Complaints
162,Comment,b'gAAAAABjLvrbaFaL5MA9K3_NneluoaTZvROwHRyal8iR8vzgfeq8hlmeN2fJUxc2gwL3gcCh-sROANALit49er4dL1YaR-YOpZVbWtKMtWOTS42UmckB54o=',THE JAB MUST BE STOPPED IMMEDIATELY!!!  https:// www.theirlyingto you.com/post/ please-watch-til l-the-end,2021-11-24 18:55:30,comment,Others
163,Comment,b'gAAAAABjLvrbs6u9b2X3eCSp6dI7DBUm-WzNtsMBTQDtlSpgq1g1XRyCglujSXzsWoUpcY4wk1L98aLDSFtKrL9t6mFevzwyKAbz9W0Td8znNezcdVazxwA=',Interesting point: we do not have long term data on bother the COVID-19 Vaccine nor long term data on the effect of being infected by COVID-19.  BUT we do have short term data on being infected by COVID-19 and unvaccinated: being terribly sick or dead.  Pick your poison,2021-12-01 18:55:31,comment,Vaccines_HealthRisk
164,Comment,b'gAAAAABjLvrbm6hZdjE7CYShK9_0Y4M4kyOdY9mflIFL2LTHnPJUCpxwTPGnJoUWJTNnUG2wZmF2eyQIH6XnUt3v6oLT6ts-pMiQUdcI3cb1YcauPOi6bUg=',Everyone suddenly went MIA?,2021-11-17 18:56:38,comment,Conspiracy_ConcealingTruth
165,Comment,b'gAAAAABjLvrb_ZFASPXhQpKgH2EBbcgedvJ_xmzsXljnmIu3fQkMAJVpNlZsFz4rf66bYB6PlCLE5I4-m5XlVKg_Gp4iC352C3oF6eILtudvXGN4Bi11iFg=',"Ordinary People and truth can not be silenced now by coercion, blackmail, fear and by showing foolish strength of majority!!",2021-11-08 18:56:45,comment,Conspiracy_ConcealingTruth
166,Comment,b'gAAAAABjLvrb-c2dTNB_aYxgawBhI_GgBOjHOHmb_j5gmt23sxTvqTS7q1VORCnXd1dhLpy9hv_cjDghhVaGzBd6DrwzYFWQmGMozobPekYuXSUhtyHTZCU=',"With so much perceived oppression, guess comic relief is the best medicine (no puns). But none came close since steven kor kor nor kurt tay. Kudos!",2021-11-08 18:56:46,comment,Complaints
167,Comment,b'gAAAAABjLvrbTjXNMajlOXOk1CnWo2doCQyqpVv10GcUe_xEv8JrEpCg2fKb1ks0xuMTgSh3wTnXIL1xSy2HpAwAQlnrEpqh7ttfADTBHgfyh2KZCokttBk=',Jasman Bin Sidek,2021-11-08 18:56:46,comment,Others
168,Comment,b'gAAAAABjLvrb14gOJmuwt4l0mzUDCscXhHXSt4ESs25PFGsWOC5wyZm5Q6TWcEmRbYL-UlSco4qYqwAtqCTIT2hUSCn6hDvJai93Lcf4PsFnNiCZ0g-LnoA=',Sohna Wee,2021-11-08 18:56:47,comment,Others
169,Comment,b'gAAAAABjLvrb_aDHQo-D59eu4Oty4gweADThgOb8mguf639jHjaTPZOoB_eOyloepHCb-YFP_5rpNXpHOjsE-oJEz_q9e1KMfnHM9vQUXITDvP3b9bMLPzI=',"The MOH and MMTF use a defamatory term 'anti vaxxer' on you guys. In truth, this word carries a different meaning. Now the vax word needs to be examined more closely. Does vax means only the current covid vaccines rolled out for emergency use or does it carry the meaning of all vaccines? Grill MOH on this.",2021-11-08 18:56:47,comment,Vaccines_HealthRisk
170,Comment,b'gAAAAABjLvrbKjifXB6hCQQEIMXTvMNzV7lql9tOLG6ZcSirzgD5GOrUTZ_068DTDxqZUmSvByDisyWLNfBGPzss0LJey35ppUzHvFJ2L5_MkdwRLtig1LQ=',I am fully vaccinated. But I am also glad somebody is challenging MOH in this issue of the unvax..,2021-11-08 18:56:48,comment,Compliments
171,Comment,b'gAAAAABjLvrb_1egeDvbvjlSVxeuG7iZ008UhkvY1HbqJh9mWKfRrXEpMjqxBN6TeOc7KY09fgxWzdXREOXB4kMAv17pd_CjGhcJCtwPaBn6kcGEIUNiagM=',Sim Sandi,2021-11-08 18:56:48,comment,Others
172,Comment,b'gAAAAABjLvrbHY6E9w_vpMiHBYzp6WD3Vwl7GkhuxbNCi5Bbx03a8gCZgRaTNf2bVbsUxjowmeEAWoMA3mJuYg2RSwwIRjxIX90nw5bfKpWPfClKhsPP_TU=',"My comment on MOH Facebook statement:  ""Everyone should feel sick about this!  Watch the discussion of the FDA panel that approved the experimental mRNA vaccine for kids 5-11 years old. https:// m.youtube.com/ watch?v=rx-qdhoB VrM  Please read carefully a direct quote from an FDA meeting as they discussed the approval of the jab under EUA for children aged 5-11 years old:  Dr. Ruben on the FDA panel: ""We're never gonna learn about how safe the vaccine is until we start giving it. That's just the way it goes.""  For sure, we will see deaths and long term adverse effects on kids given the vaccine. How many, no one knows but many teens who have taken it have died or are suffering adverse reactions!  Lee Kuan Yew said vaccines need to be 300% safe!  I shudder when I listen to the casual attitude to the long list of uncertainties, insufficient data, assumptions, inconclusivenes s for each point they discussed.  Watch the clip. It will be abundantly clear to you this panel has no clue about the level of safety the vaccine has for kids. How can they? They don't even know it for adults and teens! Listen how they are consistently NOT SURE or DON'T KNOW!  I've heard scientific discussions that have a lot more certainly than this discussion of the FDA and yet the product is not deem good and safe enough to be launched. And those products are for animals!  Yet, this group, despite the horrific lack of proof of safety, approved the experimental mRNA vaccine for kids 5-11 years of age!  There is no short or long term data. None.  The jab will not stop transmission. The jab will not prevent a child from getting the virus.  The jab has killed and maimed millions of adults and teens.  The covid virus is an extremely low risk to children - 99.999% chance of recovery!  Dear People, Parents, Are you going to allow your children to be the test subjects?  Who’s futures are at stake? Which side of history will you participate?  I know where I stand. Bigger question: WILL YOU STAND?  Will the government start to coerce vaccinations on kids like they are doing to adults? No jab, no school?  Below data on vaccine adverse event covers only USA and many more are unreported:  VAERS COVID VACCINE ADVERSE EVENT REPORTS Published 29 October 2021 856,917 Adverse Events 133,973 Doctor Visits 88,910 Hospitalization s 95,954 Urgent Care 7,844 Anaphylaxis 28,112 Permanently Disabled 10,721 Bell's Palsy 11,449 Myocarditis/ Pericarditis 8,878 Heart Attacks 2,786 Miscarriage 20,111 Life Threatening 4,123 Thrombocytopeni a 32,851 Severs Alergic Reaction 10,124 Shingles 18,078 Deaths  https:// openvaers.com/ covid-data""",2021-11-08 18:56:49,comment,Vaccines_Ineffective
173,Comment,b'gAAAAABjLvrbcWKO7msTpHelHUwG4rmdo6A2g0w1DlkIBK9d-fJttTXicWAdcOUldSUXKwtmkBKU8tnOGA8-rFdHOwe0yWK8LrmxRWIavi4MEcTHidnlQrc=',All that ridicule him should go ahead and jab your children when the time comes...Anythin g happens in the near future for them it's on you NOT MOH...Let that sink in...Cheers!!!🙂,2021-11-08 18:56:49,comment,Complaints
174,Comment,b'gAAAAABjLvrbsGE1lDx-0BpjHNtsUKzxB0ywagMrpaH0AzXvEeCmlvqFkp3tNc6ZCIOjkR3KCV7LWtx743L7P8XSrKZ1uqpQPAdOPVA4xP-gHsJd_h4v1m4=',O,2021-11-08 18:56:50,comment,Vaccines_HealthRisk
175,Comment,b'gAAAAABjLvrbUzotxeYhYDcfVU_9UVL4vWrrXp1hrLDRJ7UTgG-0hUWcfd2lETJ4jdJCGIWg7mg3uEVVYzGME0boJ_lvp8bCgWAyDVsL820p8ChQDuG4m24=',https:// pubmed.ncbi.nlm. nih.gov/ 34696485/,2021-11-17 18:56:50,comment,Vaccines_HealthRisk
176,Comment,b'gAAAAABjLvrby18UOqVhd0xEo4AdJIg7tZ8BeCAcuCJ6pnHq6dPLWUwrdWcxwCj5o6DQcUmh69UnoTbLyz0fwpbGwjiQnLU00c4BM7b3_gbw_rWcI7yhA1E=',https:// youtu.be/ IMmVab5y_zM,2021-11-17 18:56:50,comment,VirusMisinformation
177,Comment,b'gAAAAABjLvrbt_EJ0fLOCssgbjT4XusPtzAd_bk_k8tP1OvRKxzG0kMZZwqjeio-6XAtVU2WgtwRMlI8oyfjY_xtK8nnPSloZ9QKE6U67Vr12UMkMYp8JlQ=',https:// www.facebook.com / DonaldJTrumpJr/ videos/ 253519223478604/,2021-11-11 22:30:00,comment,Others
178,Comment,b'gAAAAABjLvrbRb8-qUna2-gpk2ZBIpFThbqROMNC1AsVDzC-8xohpiJA4Zdvt5Zdj8z0k862Ft0Cm7N2VST38X9ek_ZEkrHb4D1u1BBfMNMICe7ksNkYY8s=',"Government is a member of luminous society, what they concern only benefit. Vicine is one of the earning project.",2021-11-17 18:56:50,comment,Conspiracy_Control&Manip
179,Comment,b'gAAAAABjLvrbfI64feAOxnNtL0TcY7wEq7mWH6CxBlWb447MeRv23ZT2uOynsQHU01ytFUWp228qhz6lZcm2AS9ZULjghH4d_TzkXSQ_c5x0P45aPEfSfr4=',https:// www.lifesitenews .com/news/ fda-releases-doc uments-showing- over-150000-ser ious-adverse-ev ents-in-first-3 -months-of-pfiz er-jab-authoriz ation/ ?utm_source=top_ news&utm_campai gn=catholic,2021-12-06 00:00:00,comment,Vaccines_HealthRisk
180,Comment,b'gAAAAABjLvrbU8JxlZk1F74yOaID8O2Vda8CXq4X1NJsAqrvKHzN6tAjywws9Amcbi7jVzxMqYLJCRB-mTY6pbKnKhx8sUDV3qbdNJq_8AvD0uepmxcoBkY=',If u lapse everything will gone! In such stay with your own will & decision! Job can always find! Speedy recovery.,2021-11-08 18:57:20,comment,Compliments
181,Comment,b'gAAAAABjLvrb641p-d1O0ehi_cmedkpWzxG9ZOnI5aRZRSiSXbpwDlGbv8P3Y7xzfmm47ME0dmmVqw_bPHWoEQIxRynEJYw5CNWyaD6hibItiNdhImfhsns=',Amen! Stand bold and courageous! Our faith is in the One who saves and not man made snares that give false securities.,2021-11-08 18:57:47,comment,Compliments
182,Comment,b'gAAAAABjLvrbC2IDZecQSakWTAMsRq0C8JcevjFtlSKzNKxrYYKvDzAGeEnVItScmOo4YZRCAsKWDB9EuzU1-YHkoN88uiqAtPVM__89FXYB1_KKd0U7QHQ=',God bless her for her courage. I feel sad for her and angry with the policies that hurt our elderly and young.,2021-11-08 18:57:47,comment,Compliments
183,Comment,b'gAAAAABjLvrbLRt_gsnjt9Thua-kV4zgbpDLypFGdVNpfSUrVMq86OO7J32um8F1rdC4_DTAIflnBtW65FZZQEIvPezgc4MRXqYUkPNWxhSCY-uV8ymUsY4=',God gave USA Democratic Party 30 days to repent from 10/10/2021  Today is 5/11/2021  https:// youtu.be/ yr20e28JtGE,2021-11-08 18:57:48,comment,Conspiracy_VirusOrigins
